update,reward,throughput_mbps,completion_rate,deadline_miss_rate,retx_drop_rate,retx_overflow_drop,mean_sinr_db,direction_corr,jain,n_arrivals,n_active,mean_speed_kmh,mu_depth,mean_delay,p95_delay,mean_qlen,buffer_overflow_rate,p_arrival_ep
19,2644.36422109493,54.054996019083696,0.5672033601680084,0.36191809590479523,0.06737836891844592,0,5.244807507992584,0.8715907203317919,0.6971606672727307,5714,26,19.07862141010402,3.8684773243439943,3.412526997840173,7.0,21.581,0.0,0.22185035561672226
20,2143.0897923706816,29.034278944128744,0.6621004566210046,0.2831050228310502,0.05213089802130898,0,4.4369726840270465,0.8732622630648303,0.7327825188335292,2628,16,17.736849977957775,3.4079158191227323,2.342528735632184,5.0,7.57,0.0,0.16271008844977167
21,1731.6274265148732,39.86996517303933,0.552921849331143,0.3740905890636001,0.06829382773996714,0,5.819262087732855,0.8686562688162438,0.6700255129138873,4261,18,17.016397906251534,3.770894150203215,2.8624787775891343,6.0,15.344,0.0,0.23707701889800925
22,3080.627279329675,46.56485925694872,0.6185168334849863,0.3328025477707006,0.04617834394904458,0,5.918903297530792,0.8567213891120864,0.7379539065675735,4396,19,17.526696645635205,3.764940817901128,3.0400882677454946,7.0,15.149,0.0,0.22854152203190536
23,2443.699472550139,42.444075891732936,0.5804145818441744,0.33500119132713846,0.08243983797950917,0,3.7190334167769863,0.8579142877243167,0.7547590927313796,4197,20,16.864824558905447,3.801984050375286,3.501231527093596,8.0,15.382,0.0,0.2065087261850146
24,2603.833765743281,40.63161434633983,0.6130783148100284,0.3287671232876712,0.0547945205479452,0,6.504028723553476,0.865829009881528,0.7559653805045631,3869,19,15.070462690878696,3.7381937566295047,3.03035413153457,7.0,13.186,0.0,0.20674595972010154
25,1481.8070495161144,67.96307985866747,0.4896714783474365,0.45806371329019413,0.04753608760577402,0,6.7125702451587435,0.8487790354227703,0.6763943886161455,8036,30,17.93104018226611,3.930527800305971,3.981702668360864,9.0,34.962,0.0,0.2652693231090447
26,-1370.168682686526,74.5212656217363,0.4067435326034299,0.566321092917353,0.021800213157639765,0,7.4625318100338305,0.8568333340921037,0.7002871196088966,10321,29,17.201959734221067,3.944976284404548,4.879942829919009,10.0,51.082,9.688044952528579e-05,0.35279066687351845
27,4003.6900435965936,62.538618253142594,0.6030815608775749,0.34332607603416515,0.04940545972198962,0,10.877815043353266,0.8608898338526964,0.78031785252084,5971,31,19.079746347127532,3.9049333615452477,3.3004720910858096,8.0,21.066,0.0,0.19162537136899932
28,3784.6618620980275,62.98232780624327,0.5906094227367744,0.3719247467438495,0.034089081845955944,0,9.212742055028373,0.8548446862154542,0.7534457223936369,6219,17,20.592303205036856,3.8317710138548393,3.303566566839096,8.0,22.91,0.0,0.3699348426338093
29,205.62487237593695,35.96849668662667,0.4496,0.49074285714285715,0.055542857142857144,0,5.648868184800708,0.8588109184583421,0.6487928036953953,4375,20,16.423724014886982,3.8883734010878817,3.2440264361972546,8.0,18.608,0.0,0.213015866541056
30,3800.058439317534,82.73015513120056,0.5502392344497608,0.4203691045796309,0.02608794714057872,0,13.21366135719035,0.8612095385868419,0.7301665273058675,8778,24,16.0672690823722,3.9110799292151253,3.2770186335403726,9.0,33.261,0.0,0.36471971188141283
31,4300.251405301698,65.16421061133907,0.6123577235772357,0.33219512195121953,0.051869918699186994,0,8.728837362939696,0.8553631497497315,0.7749275934805917,6150,31,17.76099282466835,3.902122393598726,3.225969198088157,8.0,21.515,0.0,0.19734166544546727
32,4738.001671171377,80.44902891167247,0.580225711481845,0.3914376840039254,0.024165848871442592,0,10.736765890353748,0.8477396258647447,0.8073342010863439,8152,23,17.4127624529025,3.8769790975364837,3.954756871035941,9.0,31.946,0.00012265423770391266,0.35648977876110566
33,1588.5851689033689,79.30452452978072,0.4856566085847854,0.47875053123671907,0.029961750956226094,0,10.814823336784254,0.8641124885812752,0.6784371243212247,9412,32,19.3743872721152,3.946012209576253,3.800043754101947,9.0,40.243,0.0,0.29760832359433714
34,4913.686241296069,80.68144125222639,0.5965702841406935,0.36312429590687195,0.037050945049442986,0,10.92921603744542,0.8612596759884352,0.7489814242521703,7989,28,17.74564737503072,3.9300022049687326,3.2637431808644566,8.0,28.754,0.0,0.2831819018152418
35,6466.744131114219,59.93280823195022,0.8032386867790594,0.16748003549245785,0.026619343389529725,0,10.703155298708305,0.8570938554462721,0.9237599749555306,4508,20,17.228493217957258,3.414302836437649,2.9165976249654793,6.0,11.117,0.0,0.2304297029036898
36,3727.4588233688983,64.74666634438027,0.5837962962962963,0.370679012345679,0.04089506172839506,0,8.272210749273004,0.8552691935316195,0.7447619581295825,6480,21,17.34670271922772,3.8875406789199465,3.5191646841131377,8.0,24.597,0.00015429717636167257,0.30977748219655676
37,5174.447494450933,60.93397064333654,0.6755268653882666,0.28517182456806534,0.03645338902601101,0,8.056873724704978,0.8413234681598644,0.8789489052965492,5267,28,17.791666959891494,3.867086654957892,3.575604272062957,8.0,17.444,0.0,0.1894167806050656
38,2536.9664445205017,88.72170648587681,0.5045592705167173,0.45935876066281006,0.031669771546230026,0,10.838595750615045,0.8580946452123699,0.7029381716562448,10199,32,16.454490899420104,3.964637270661169,3.629032258064516,9.0,42.355,9.80392156862745e-05,0.32110913612052067
39,3953.6558424494483,46.4785383799397,0.680251572327044,0.2523270440251572,0.06566037735849056,0,9.046679288153495,0.8599074162588074,0.857333536696264,3975,19,18.408725094677266,3.7668322394943683,3.462278106508876,8.0,13.225,0.0,0.2111653698342555
40,238.8699879560548,65.96518993176309,0.45177423195999045,0.5160752560133365,0.0281019290307216,0,10.381928697085197,0.8618864925788028,0.6228474339966529,8398,22,17.1763178608151,3.940760968811253,3.5764364786505007,9.0,36.601,0.0,0.3810705629954476
41,4732.221879038447,83.7061229495394,0.5883645616470043,0.37358315984270185,0.03377284293314828,0,12.317330477882125,0.8535481527024128,0.7061867935582421,8646,25,17.474054565585966,3.912499300047068,3.08374287399253,8.0,30.763,0.0,0.35267649436789233
42,3704.3195518092425,58.982980420154355,0.6009182412149038,0.3328624404026135,0.06056860321384425,0,7.803290079930994,0.8654633278522029,0.7578515781441977,5663,28,18.231213077946308,3.9138762940195613,3.2409638554216866,8.0,19.854,0.0,0.2034974325375088
43,4767.860398396956,54.537219760351526,0.6984334203655352,0.25870322019147085,0.03959965187119234,0,6.407813701267714,0.8484143699814256,0.8500573571945891,4596,22,16.938731226328805,3.7529733895235755,3.5361370716510905,8.0,15.116,0.0,0.20408077790206813
44,4585.71004829881,70.4903278161358,0.615891132572432,0.3279192273924495,0.05282411472051507,0,11.171884297223878,0.8637722673946902,0.7438352602921238,6834,30,17.26543227407696,3.9238823629535076,3.0168686148728914,8.0,23.057,0.0,0.2252884485618944
