world,sched,seed,reward,throughput_mbps,goodput_mbps,completion_rate,deadline_miss_rate,mu_depth,jain
V60max,SUS-RPS,30075,6085.1274,87.1661,86.4976,0.6584,0.3396,2.839,0.7154
V60max,SUS+CQI-Feasible,30075,6049.9136,88.8747,86.2606,0.6528,0.3451,3.7421,0.7302
V60max,SUS+CQI@m=3,30075,5690.4252,89.536,84.0532,0.6344,0.3632,3.0,0.7288
V60max,SUS-RPS,30076,5469.9745,73.0297,71.7961,0.6767,0.3212,2.2987,0.7408
V60max,SUS+CQI-Feasible,30076,5474.7824,72.8798,72.193,0.6786,0.3192,3.3139,0.7342
V60max,SUS+CQI@m=3,30076,5001.177,72.9222,69.4167,0.6509,0.3461,2.9809,0.7395
V60max,SUS-RPS,30077,6441.4975,55.4651,54.4702,0.8781,0.1211,2.2731,0.8966
V60max,SUS+CQI-Feasible,30077,6305.1606,54.3079,54.248,0.8753,0.1245,2.9437,0.8724
V60max,SUS+CQI@m=3,30077,6448.4326,55.6374,54.4219,0.8771,0.1222,2.7439,0.8998
V60max,SUS-RPS,30078,4488.7994,52.8941,50.9296,0.7151,0.2814,1.9015,0.8019
V60max,SUS+CQI-Feasible,30078,4143.9361,50.5944,50.1369,0.7043,0.292,2.7643,0.7671
V60max,SUS+CQI@m=3,30078,3658.0547,51.6077,47.1558,0.6587,0.3371,2.9813,0.7904
V60max,SUS-RPS,30079,7271.473,88.8729,88.1731,0.7033,0.2942,2.7814,0.777
V60max,SUS+CQI-Feasible,30079,7414.3322,90.789,88.8395,0.7025,0.295,3.6307,0.7853
V60max,SUS+CQI@m=3,30079,6822.1671,90.9214,85.5139,0.6748,0.3227,2.9833,0.7806
V60max,SUS-RPS,30080,5837.3895,62.7487,62.0131,0.753,0.2443,2.1387,0.7779
V60max,SUS+CQI-Feasible,30080,5435.3131,60.7875,60.5962,0.7376,0.2608,3.0459,0.7652
V60max,SUS+CQI@m=3,30080,5571.4417,62.2157,60.6782,0.7371,0.2589,2.7822,0.7787
