scheduler,seed,reward,thr_mbps,comp,drop,depth
SUS-Deadline-PF@0.8,10004,12552.801631582304,105.47515536102911,0.8829772378159475,0.014523111297304846,3.973586578250498
SUS+PF@0.8,10004,12480.02729940029,106.14579273943244,0.8752063841496973,0.016648321408915794,3.978257739808687
SUS-Random@0.8,10004,9910.024801711128,89.84826627840611,0.8192771084337349,0.020080321285140562,3.993392642060179
SU-Deadline-PF,10004,7826.681656649008,73.2647098794086,0.7971846638266346,0.0,1.0
SU-PF,10004,6530.613327386139,79.16167782714788,0.70416467209191,0.0,1.0
SU-Random,10004,3286.427256894192,57.72598383975038,0.5941199684293607,0.0,1.0
SUS-Deadline-PF@0.8,10005,7986.726939136583,66.89496829146184,0.8903027643703378,0.01491882404563405,3.822999605426855
SUS+PF@0.8,10005,7993.3670627721085,67.57285912959182,0.885421213443911,0.015931907463989523,3.8054706024578224
SUS-Random@0.8,10005,7440.088722010271,63.68577085871623,0.8717539863325741,0.0193621867881549,3.8417868953821395
SU-Deadline-PF,10005,8261.343450911323,70.27404701701754,0.8827914682128805,0.0,1.0
SU-PF,10005,8039.046614102489,72.04383332778312,0.856658692185008,0.0,1.0
SU-Random,10005,5176.093221434374,52.18627663978992,0.7815610267155579,0.0,1.0
SUS-Deadline-PF@0.8,10006,5690.336115421102,55.698263299516405,0.7883610451306413,0.0665083135391924,3.87401410261217
SUS+PF@0.8,10006,5802.002929690766,56.227949755176176,0.7935012950317871,0.06804803390628679,3.8706848014524216
SUS-Random@0.8,10006,5106.467097868448,51.80384275850907,0.767762992719056,0.07105197087622395,3.9048029405024365
SU-Deadline-PF,10006,6486.30331143475,61.13896957771229,0.8201082055906221,0.0,1.0
SU-PF,10006,6413.737119595453,62.86180091489616,0.8012009435985417,0.0,1.0
SU-Random,10006,3275.1378635308683,42.003322038110475,0.6827285921625544,0.0,1.0
SUS-Deadline-PF@0.8,10007,7053.625229966485,58.759924377677905,0.8953077699293642,0.01866801210898083,3.425132918021977
SUS+PF@0.8,10007,7099.12251570825,58.73300461625356,0.9018015732047704,0.01700076122811469,3.390230770393876
SUS-Random@0.8,10007,6578.648131486585,55.69959661374136,0.8804519180241723,0.02837624802942722,3.4983412964226757
SU-Deadline-PF,10007,7091.548065398849,59.85108503293321,0.8925373134328358,0.0,1.0
SU-PF,10007,6701.761374854221,60.45111071850346,0.8519134775374376,0.0,1.0
SU-Random,10007,4305.712653878582,44.51155030818209,0.7699846860643186,0.0,1.0
SUS-Deadline-PF@0.8,10008,5567.842940179643,60.64851207226327,0.7323450689726169,0.05600164710726786,3.9696076149357022
SUS+PF@0.8,10008,5526.861406751176,61.416744893254666,0.7265545878063602,0.06420903382621025,3.97100684631001
SUS-Random@0.8,10008,4664.38301257869,55.699839930672766,0.6934543097861309,0.059840138258803195,3.9802244789258827
SU-Deadline-PF,10008,5094.080243981596,55.60007625588294,0.7344379758172862,0.0,1.0
SU-PF,10008,4548.050954610304,58.742957662131104,0.6846736239001432,0.0,1.0
SU-Random,10008,1562.2984574878928,39.74136488552846,0.5419270833333333,0.0,1.0
SUS-Deadline-PF@0.8,10009,10200.987933186476,90.78595075933362,0.8379167306805961,0.029497618681825166,3.967747025266412
SUS+PF@0.8,10009,10153.116101050779,91.23586124436521,0.8340192043895748,0.03139765279682975,3.9662924528242707
SUS-Random@0.8,10009,8528.512591107115,81.14813758693741,0.7939094650205761,0.03917695473251029,3.985033208086709
SU-Deadline-PF,10009,7021.889336867491,68.0387341083488,0.7820587662969449,0.0,1.0
SU-PF,10009,6179.191380471485,73.45784783368342,0.7114597544338336,0.0,1.0
SU-Random,10009,3002.3413424359574,53.350729437305354,0.595403752899009,0.0,1.0
SUS-Deadline-PF@0.8,10010,3695.5125866099374,40.89546394023614,0.7270775835633241,0.050291321680466114,3.8545582128707743
SUS+PF@0.8,10010,3732.3753301432052,41.23415750128579,0.7295809115937596,0.04741511165494035,3.862946780938569
SUS-Random@0.8,10010,3203.9293582551372,37.84845745199143,0.6991037131882202,0.06594110115236876,3.892770158351239
SU-Deadline-PF,10010,4497.9679518766925,46.483504461835054,0.7708095781071835,0.0,1.0
